sample	cohort	condition	role	tool	input_reads_used	expected_c2_reads_at_depth	candidate_reads	strict_c2_best_reads	c2_tied_best_reads	c2_supported_reads	non_c2_best_reads	unmapped_reads	strict_c2_best_rate	c2_tied_best_rate	c2_supported_rate	non_c2_best_rate	unmapped_rate	candidate_reads_per_million	strict_c2_best_reads_per_million	c2_supported_reads_per_million
DRR171467_SAMD00164727_zeroFna_rank19_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	1789	696	186	882	76	831	0.389044	0.103969	0.493013	0.042482	0.464505	596.3333333333334	232.0	294.0
DRR171467_SAMD00164727_zeroFna_rank19_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3328	88	324	412	102	2814	0.026442	0.097356	0.123798	0.030649	0.845553	1109.3333333333333	29.333333333333332	137.33333333333331
DRR171467_SAMD00164727_zeroFna_rank19_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	536	534	0	534	2	0	0.996269	0.0	0.996269	0.003731	0.0	178.66666666666666	178.0	178.0
DRR171469_SAMD00164729_zeroFna_rank152_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	786	382	76	458	20	308	0.486005	0.096692	0.582697	0.025445	0.391858	262.0	127.33333333333333	152.66666666666669
DRR171469_SAMD00164729_zeroFna_rank152_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	2760	55	79	134	23	2603	0.019928	0.028623	0.048551	0.008333	0.943116	920.0	18.333333333333332	44.666666666666664
DRR171469_SAMD00164729_zeroFna_rank152_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	266	266	0	266	0	0	1.0	0.0	1.0	0.0	0.0	88.66666666666666	88.66666666666666	88.66666666666666
DRR171472_SAMD00164745_zeroFna_rank273_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	791	291	96	387	49	355	0.367889	0.121365	0.489254	0.061947	0.448799	263.6666666666667	97.0	129.0
DRR171472_SAMD00164745_zeroFna_rank273_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	3066	30	91	121	51	2894	0.009785	0.02968	0.039465	0.016634	0.943901	1021.9999999999999	10.0	40.333333333333336
DRR171472_SAMD00164745_zeroFna_rank273_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	246	245	0	245	0	1	0.995935	0.0	0.995935	0.0	0.004065	82.0	81.66666666666667	81.66666666666667
DRR171474_SAMD00164748_zeroFna_rank350_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	479	134	45	179	17	283	0.279749	0.093946	0.373695	0.035491	0.590814	159.66666666666666	44.666666666666664	59.66666666666667
DRR171474_SAMD00164748_zeroFna_rank350_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	2978	34	46	80	15	2883	0.011417	0.015447	0.026864	0.005037	0.968099	992.6666666666666	11.333333333333334	26.666666666666668
DRR171474_SAMD00164748_zeroFna_rank350_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	103	103	0	103	0	0	1.0	0.0	1.0	0.0	0.0	34.33333333333333	34.33333333333333	34.33333333333333
DRR171477_SAMD00164756_zeroFna_rank265_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	913	342	69	411	55	447	0.374589	0.075575	0.450164	0.060241	0.489595	304.3333333333333	114.0	137.0
DRR171477_SAMD00164756_zeroFna_rank265_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3425	99	249	348	52	3025	0.028905	0.072701	0.101606	0.015182	0.883212	1141.6666666666667	33.0	116.0
DRR171477_SAMD00164756_zeroFna_rank265_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	242	241	0	241	1	0	0.995868	0.0	0.995868	0.004132	0.0	80.66666666666667	80.33333333333334	80.33333333333334
DRR171479_SAMD00164758_c2Positive_rank22_head3000k	YachidaS_2019	control	paper_c2_positive	Centrifuger	3000000	642.6	1767	905	186	1091	286	390	0.512168	0.105263	0.617431	0.161856	0.220713	589.0	301.6666666666667	363.66666666666663
DRR171479_SAMD00164758_c2Positive_rank22_head3000k	YachidaS_2019	control	paper_c2_positive	Chimera	3000000	642.6	6425	546	833	1379	530	4516	0.084981	0.12965	0.21463	0.08249	0.702879	2141.6666666666665	182.0	459.66666666666663
DRR171479_SAMD00164758_c2Positive_rank22_head3000k	YachidaS_2019	control	paper_c2_positive	Kraken2_LF01	3000000	642.6	427	415	1	416	1	10	0.971897	0.002342	0.974239	0.002342	0.023419	142.33333333333334	138.33333333333331	138.66666666666666
DRR171483_SAMD00164767_zeroFna_rank345_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	1251	561	140	701	64	486	0.448441	0.11191	0.560352	0.051159	0.388489	417.0	187.0	233.66666666666666
DRR171483_SAMD00164767_zeroFna_rank345_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	3329	77	278	355	70	2904	0.02313	0.083509	0.106639	0.021027	0.872334	1109.6666666666665	25.666666666666664	118.33333333333333
DRR171483_SAMD00164767_zeroFna_rank345_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	451	449	0	449	2	0	0.995565	0.0	0.995565	0.004435	0.0	150.33333333333334	149.66666666666666	149.66666666666666
DRR171484_SAMD00164769_zeroFna_rank174_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	941	392	87	479	42	420	0.416578	0.092455	0.509033	0.044633	0.446334	313.6666666666667	130.66666666666666	159.66666666666666
DRR171484_SAMD00164769_zeroFna_rank174_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	3134	47	108	155	40	2939	0.014997	0.034461	0.049458	0.012763	0.937779	1044.6666666666665	15.666666666666666	51.666666666666664
DRR171484_SAMD00164769_zeroFna_rank174_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	318	317	0	317	1	0	0.996855	0.0	0.996855	0.003145	0.0	106.0	105.66666666666667	105.66666666666667
DRR171485_SAMD00164771_zeroFna_rank219_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	805	318	72	390	35	380	0.395031	0.089441	0.484472	0.043478	0.47205	268.3333333333333	106.0	130.0
DRR171485_SAMD00164771_zeroFna_rank219_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	2873	23	66	89	26	2758	0.008006	0.022973	0.030978	0.00905	0.959972	957.6666666666666	7.666666666666667	29.666666666666668
DRR171485_SAMD00164771_zeroFna_rank219_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	272	272	0	272	0	0	1.0	0.0	1.0	0.0	0.0	90.66666666666667	90.66666666666667	90.66666666666667
DRR171487_SAMD00164773_zeroFna_rank354_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	567	226	39	265	12	290	0.398589	0.068783	0.467372	0.021164	0.511464	189.0	75.33333333333334	88.33333333333333
DRR171487_SAMD00164773_zeroFna_rank354_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3105	24	45	69	11	3025	0.007729	0.014493	0.022222	0.003543	0.974235	1035.0	8.0	23.0
DRR171487_SAMD00164773_zeroFna_rank354_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	183	183	0	183	0	0	1.0	0.0	1.0	0.0	0.0	61.0	61.0	61.0
DRR171488_SAMD00164774_zeroFna_rank239_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	835	581	23	604	81	150	0.695808	0.027545	0.723353	0.097006	0.179641	278.3333333333333	193.66666666666666	201.33333333333334
DRR171488_SAMD00164774_zeroFna_rank239_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3923	529	38	567	83	3273	0.134846	0.009686	0.144532	0.021157	0.83431	1307.6666666666665	176.33333333333331	189.0
DRR171488_SAMD00164774_zeroFna_rank239_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	53	53	0	53	0	0	1.0	0.0	1.0	0.0	0.0	17.666666666666668	17.666666666666668	17.666666666666668
DRR171489_SAMD00164776_zeroFna_rank333_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	1044	477	115	592	40	412	0.456897	0.110153	0.56705	0.038314	0.394636	348.0	159.0	197.33333333333331
DRR171489_SAMD00164776_zeroFna_rank333_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	3154	63	101	164	43	2947	0.019975	0.032023	0.051997	0.013633	0.934369	1051.3333333333335	21.0	54.66666666666667
DRR171489_SAMD00164776_zeroFna_rank333_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	368	368	0	368	0	0	1.0	0.0	1.0	0.0	0.0	122.66666666666667	122.66666666666667	122.66666666666667
DRR171491_SAMD00164778_c2Positive_rank72_head3000k	YachidaS_2019	disease	paper_c2_positive	Centrifuger	3000000	15.6	1030	491	98	589	46	395	0.476699	0.095146	0.571845	0.04466	0.383495	343.33333333333337	163.66666666666666	196.33333333333331
DRR171491_SAMD00164778_c2Positive_rank72_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	3000000	15.6	3285	71	154	225	61	2999	0.021613	0.04688	0.068493	0.018569	0.912938	1095.0	23.666666666666668	75.0
DRR171491_SAMD00164778_c2Positive_rank72_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	3000000	15.6	393	393	0	393	0	0	1.0	0.0	1.0	0.0	0.0	131.0	131.0	131.0
DRR171492_SAMD00164779_zeroFna_rank389_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	1201	511	118	629	46	526	0.425479	0.098251	0.52373	0.038301	0.437968	400.3333333333333	170.33333333333334	209.66666666666669
DRR171492_SAMD00164779_zeroFna_rank389_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	3188	76	142	218	46	2924	0.023839	0.044542	0.068381	0.014429	0.917189	1062.6666666666665	25.333333333333332	72.66666666666667
DRR171492_SAMD00164779_zeroFna_rank389_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	380	380	0	380	0	0	1.0	0.0	1.0	0.0	0.0	126.66666666666667	126.66666666666667	126.66666666666667
DRR171493_SAMD00164780_zeroFna_rank263_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	573	253	114	367	27	179	0.441536	0.198953	0.640489	0.04712	0.312391	191.0	84.33333333333333	122.33333333333334
DRR171493_SAMD00164780_zeroFna_rank263_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	2886	55	139	194	63	2629	0.019058	0.048164	0.067221	0.02183	0.910949	962.0	18.333333333333332	64.66666666666666
DRR171493_SAMD00164780_zeroFna_rank263_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	167	167	0	167	0	0	1.0	0.0	1.0	0.0	0.0	55.666666666666664	55.666666666666664	55.666666666666664
DRR171497_SAMD00164803_c2Positive_rank42_head3000k	YachidaS_2019	control	paper_c2_positive	Centrifuger	3000000	187.2	683	351	68	419	35	229	0.513909	0.099561	0.61347	0.051245	0.335286	227.66666666666669	117.0	139.66666666666666
DRR171497_SAMD00164803_c2Positive_rank42_head3000k	YachidaS_2019	control	paper_c2_positive	Chimera	3000000	187.2	3443	158	288	446	38	2959	0.04589	0.083648	0.129538	0.011037	0.859425	1147.6666666666665	52.66666666666667	148.66666666666666
DRR171497_SAMD00164803_c2Positive_rank42_head3000k	YachidaS_2019	control	paper_c2_positive	Kraken2_LF01	3000000	187.2	218	216	2	218	0	0	0.990826	0.009174	1.0	0.0	0.0	72.66666666666667	72.0	72.66666666666667
DRR171499_SAMD00164805_zeroFna_rank71_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	497	204	39	243	14	240	0.410463	0.078471	0.488934	0.028169	0.482897	165.66666666666666	68.0	81.0
DRR171499_SAMD00164805_zeroFna_rank71_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	2936	14	92	106	27	2803	0.004768	0.031335	0.036104	0.009196	0.9547	978.6666666666667	4.666666666666666	35.333333333333336
DRR171499_SAMD00164805_zeroFna_rank71_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	139	139	0	139	0	0	1.0	0.0	1.0	0.0	0.0	46.333333333333336	46.333333333333336	46.333333333333336
DRR171500_SAMD00164806_zeroFna_rank66_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	853	412	82	494	37	322	0.483001	0.096131	0.579132	0.043376	0.377491	284.3333333333333	137.33333333333331	164.66666666666666
DRR171500_SAMD00164806_zeroFna_rank66_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3147	37	90	127	40	2980	0.011757	0.028599	0.040356	0.012711	0.946934	1049.0	12.333333333333332	42.33333333333333
DRR171500_SAMD00164806_zeroFna_rank66_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	325	325	0	325	0	0	1.0	0.0	1.0	0.0	0.0	108.33333333333333	108.33333333333333	108.33333333333333
DRR171503_SAMD00164809_zeroFna_rank64_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	479	180	56	236	21	222	0.375783	0.11691	0.492693	0.043841	0.463466	159.66666666666666	60.0	78.66666666666666
DRR171503_SAMD00164809_zeroFna_rank64_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	2929	38	43	81	20	2828	0.012974	0.014681	0.027654	0.006828	0.965517	976.3333333333333	12.666666666666666	27.0
DRR171503_SAMD00164809_zeroFna_rank64_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	122	121	0	121	1	0	0.991803	0.0	0.991803	0.008197	0.0	40.66666666666667	40.333333333333336	40.333333333333336
DRR171504_SAMD00164812_zeroFna_rank53_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	1149	411	116	527	169	453	0.357702	0.100957	0.45866	0.147084	0.394256	383.0	137.0	175.66666666666666
DRR171504_SAMD00164812_zeroFna_rank53_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	3309	120	141	261	169	2879	0.036265	0.042611	0.078876	0.051073	0.870051	1103.0	40.0	87.0
DRR171504_SAMD00164812_zeroFna_rank53_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	273	273	0	273	0	0	1.0	0.0	1.0	0.0	0.0	91.0	91.0	91.0
DRR171506_SAMD00164814_zeroFna_rank216_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	931	352	105	457	56	418	0.378088	0.112782	0.49087	0.06015	0.44898	310.33333333333337	117.33333333333333	152.33333333333334
DRR171506_SAMD00164814_zeroFna_rank216_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	5372	82	1024	1106	92	4174	0.015264	0.190618	0.205882	0.017126	0.776992	1790.6666666666667	27.333333333333336	368.6666666666667
DRR171506_SAMD00164814_zeroFna_rank216_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	234	234	0	234	0	0	1.0	0.0	1.0	0.0	0.0	78.0	78.0	78.0
DRR171507_SAMD00164817_zeroFna_rank367_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	682	191	108	299	40	343	0.280059	0.158358	0.438416	0.058651	0.502933	227.33333333333331	63.666666666666664	99.66666666666667
DRR171507_SAMD00164817_zeroFna_rank367_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	3373	35	81	116	65	3192	0.010377	0.024014	0.034391	0.019271	0.946339	1124.3333333333333	11.666666666666666	38.666666666666664
DRR171507_SAMD00164817_zeroFna_rank367_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	166	166	0	166	0	0	1.0	0.0	1.0	0.0	0.0	55.333333333333336	55.333333333333336	55.333333333333336
DRR171508_SAMD00164818_zeroFna_rank302_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	598	274	59	333	19	246	0.458194	0.098662	0.556856	0.031773	0.411371	199.33333333333334	91.33333333333333	111.0
DRR171508_SAMD00164818_zeroFna_rank302_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	3177	45	91	136	25	3016	0.014164	0.028643	0.042808	0.007869	0.949323	1059.0	15.0	45.333333333333336
DRR171508_SAMD00164818_zeroFna_rank302_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	186	185	0	185	1	0	0.994624	0.0	0.994624	0.005376	0.0	62.0	61.66666666666667	61.66666666666667
DRR171509_SAMD00164819_zeroFna_rank168_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	578	308	28	336	4	238	0.532872	0.048443	0.581315	0.00692	0.411765	192.66666666666666	102.66666666666666	112.0
DRR171509_SAMD00164819_zeroFna_rank168_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	2751	32	12	44	14	2693	0.011632	0.004362	0.015994	0.005089	0.978917	917.0	10.666666666666668	14.666666666666666
DRR171509_SAMD00164819_zeroFna_rank168_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	237	237	0	237	0	0	1.0	0.0	1.0	0.0	0.0	79.0	79.0	79.0
DRR171510_SAMD00164820_c2Positive_rank75_head3000k	YachidaS_2019	disease	paper_c2_positive	Centrifuger	3000000	12.6	549	216	59	275	30	244	0.393443	0.107468	0.500911	0.054645	0.444444	183.0	72.0	91.66666666666667
DRR171510_SAMD00164820_c2Positive_rank75_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	3000000	12.6	2970	70	96	166	47	2757	0.023569	0.032323	0.055892	0.015825	0.928283	990.0	23.333333333333332	55.333333333333336
DRR171510_SAMD00164820_c2Positive_rank75_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	3000000	12.6	144	139	1	140	4	0	0.965278	0.006944	0.972222	0.027778	0.0	48.0	46.333333333333336	46.666666666666664
DRR171511_SAMD00164821_zeroFna_rank400_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	590	233	89	322	38	230	0.394915	0.150847	0.545763	0.064407	0.389831	196.66666666666666	77.66666666666667	107.33333333333333
DRR171511_SAMD00164821_zeroFna_rank400_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	2964	11	75	86	28	2850	0.003711	0.025304	0.029015	0.009447	0.961538	988.0	3.6666666666666665	28.666666666666668
DRR171511_SAMD00164821_zeroFna_rank400_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	202	202	0	202	0	0	1.0	0.0	1.0	0.0	0.0	67.33333333333333	67.33333333333333	67.33333333333333
DRR171512_SAMD00164822_zeroFna_rank236_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	1210	535	107	642	123	445	0.442149	0.08843	0.530579	0.101653	0.367769	403.33333333333337	178.33333333333331	214.0
DRR171512_SAMD00164822_zeroFna_rank236_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	3477	192	224	416	121	2940	0.05522	0.064423	0.119643	0.0348	0.845557	1159.0	64.0	138.66666666666666
DRR171512_SAMD00164822_zeroFna_rank236_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	313	303	3	306	7	0	0.968051	0.009585	0.977636	0.022364	0.0	104.33333333333334	101.0	102.0
DRR171513_SAMD00164823_zeroFna_rank387_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	1311	568	161	729	73	509	0.433257	0.122807	0.556064	0.055683	0.388253	437.0	189.33333333333334	243.0
DRR171513_SAMD00164823_zeroFna_rank387_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3706	135	478	613	75	3018	0.036427	0.12898	0.165407	0.020237	0.814355	1235.3333333333333	45.0	204.33333333333334
DRR171513_SAMD00164823_zeroFna_rank387_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	415	415	0	415	0	0	1.0	0.0	1.0	0.0	0.0	138.33333333333331	138.33333333333331	138.33333333333331
DRR171514_SAMD00164824_zeroFna_rank372_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	905	398	116	514	29	362	0.439779	0.128177	0.567956	0.032044	0.4	301.6666666666667	132.66666666666669	171.33333333333334
DRR171514_SAMD00164824_zeroFna_rank372_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3158	19	93	112	31	3015	0.006016	0.029449	0.035465	0.009816	0.954718	1052.6666666666665	6.333333333333333	37.33333333333333
DRR171514_SAMD00164824_zeroFna_rank372_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	347	347	0	347	0	0	1.0	0.0	1.0	0.0	0.0	115.66666666666667	115.66666666666667	115.66666666666667
DRR171515_SAMD00164825_zeroFna_rank269_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	1339	548	208	756	83	500	0.409261	0.15534	0.5646	0.061987	0.373413	446.33333333333337	182.66666666666666	252.0
DRR171515_SAMD00164825_zeroFna_rank269_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3093	43	188	231	77	2785	0.013902	0.060782	0.074685	0.024895	0.90042	1031.0	14.333333333333334	77.0
DRR171515_SAMD00164825_zeroFna_rank269_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	451	451	0	451	0	0	1.0	0.0	1.0	0.0	0.0	150.33333333333334	150.33333333333334	150.33333333333334
DRR171516_SAMD00164826_zeroFna_rank416_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	338	102	28	130	17	191	0.301775	0.08284	0.384615	0.050296	0.565089	112.66666666666666	34.0	43.333333333333336
DRR171516_SAMD00164826_zeroFna_rank416_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	2820	25	78	103	17	2700	0.008865	0.02766	0.036525	0.006028	0.957447	940.0	8.333333333333334	34.33333333333333
DRR171516_SAMD00164826_zeroFna_rank416_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	86	86	0	86	0	0	1.0	0.0	1.0	0.0	0.0	28.666666666666668	28.666666666666668	28.666666666666668
DRR171517_SAMD00164827_zeroFna_rank412_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	417	139	43	182	29	206	0.333333	0.103118	0.436451	0.069544	0.494005	139.0	46.333333333333336	60.666666666666664
DRR171517_SAMD00164827_zeroFna_rank412_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	2509	37	22	59	28	2422	0.014747	0.008768	0.023515	0.01116	0.965325	836.3333333333334	12.333333333333332	19.666666666666664
DRR171517_SAMD00164827_zeroFna_rank412_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	85	85	0	85	0	0	1.0	0.0	1.0	0.0	0.0	28.333333333333332	28.333333333333332	28.333333333333332
DRR171518_SAMD00164828_zeroFna_rank417_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	510	192	62	254	28	228	0.376471	0.121569	0.498039	0.054902	0.447059	170.0	64.0	84.66666666666666
DRR171518_SAMD00164828_zeroFna_rank417_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3030	10	54	64	20	2946	0.0033	0.017822	0.021122	0.006601	0.972277	1010.0	3.3333333333333335	21.333333333333336
DRR171518_SAMD00164828_zeroFna_rank417_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	175	175	0	175	0	0	1.0	0.0	1.0	0.0	0.0	58.333333333333336	58.333333333333336	58.333333333333336
